from_stop_id,to_stop_id,from_name,to_name,distance_m,travel_time_s,transport_type
65,67,DDD_Arrêt_11,DDD_Arrêt_13,2287.75,411.8,BUS
65,72,DDD_Arrêt_11,DDD_Arrêt_18,1379.58,248.32,BUS
65,73,DDD_Arrêt_11,DDD_Arrêt_19,2241.68,403.5,BUS
65,75,DDD_Arrêt_11,DDD_Arrêt_21,2348.71,422.77,BUS
65,2,DDD_Arrêt_11,Colobane,478.36,430.53,WALK
66,59,DDD_Arrêt_12,DDD_Arrêt_5,2270.36,408.67,BUS
66,61,DDD_Arrêt_12,DDD_Arrêt_7,2315.42,416.78,BUS
66,62,DDD_Arrêt_12,DDD_Arrêt_8,1443.1,259.76,BUS
66,65,DDD_Arrêt_12,DDD_Arrêt_11,1359.66,244.74,BUS
66,67,DDD_Arrêt_12,DDD_Arrêt_13,933.23,167.98,BUS
66,68,DDD_Arrêt_12,DDD_Arrêt_14,2075.41,373.57,BUS
66,71,DDD_Arrêt_12,DDD_Arrêt_17,1641.57,295.48,BUS
66,72,DDD_Arrêt_12,DDD_Arrêt_18,1562.22,281.2,BUS
66,75,DDD_Arrêt_12,DDD_Arrêt_21,1837.67,330.78,BUS
66,101,DDD_Arrêt_12,DDD_Arrêt_47,2402.99,432.54,BUS
66,17,DDD_Arrêt_12,Dial Diop,613.07,551.76,WALK
66,18,DDD_Arrêt_12,Grand Dakar,766.47,689.82,WALK
67,61,DDD_Arrêt_13,DDD_Arrêt_7,2212.71,398.29,BUS
67,62,DDD_Arrêt_13,DDD_Arrêt_8,1605.36,288.96,BUS
67,63,DDD_Arrêt_13,DDD_Arrêt_9,1972.35,355.02,BUS
67,65,DDD_Arrêt_13,DDD_Arrêt_11,2287.75,411.8,BUS
67,66,DDD_Arrêt_13,DDD_Arrêt_12,933.23,167.98,BUS
67,68,DDD_Arrêt_13,DDD_Arrêt_14,1143.87,205.9,BUS
67,69,DDD_Arrêt_13,DDD_Arrêt_15,2293.55,412.84,BUS
67,70,DDD_Arrêt_13,DDD_Arrêt_16,2353.23,423.58,BUS
67,71,DDD_Arrêt_13,DDD_Arrêt_17,1543.55,277.84,BUS
67,72,DDD_Arrêt_13,DDD_Arrêt_18,2293.87,412.9,BUS
67,75,DDD_Arrêt_13,DDD_Arrêt_21,2125.02,382.5,BUS
67,101,DDD_Arrêt_13,DDD_Arrêt_47,1903.55,342.64,BUS
67,18,DDD_Arrêt_13,Grand Dakar,179.57,161.62,WALK
67,19,DDD_Arrêt_13,Liberté 1,672.35,605.12,WALK
68,62,DDD_Arrêt_14,DDD_Arrêt_8,2412.1,434.18,BUS
68,63,DDD_Arrêt_14,DDD_Arrêt_9,1450.61,261.11,BUS
68,66,DDD_Arrêt_14,DDD_Arrêt_12,2075.41,373.57,BUS
68,67,DDD_Arrêt_14,DDD_Arrêt_13,1143.87,205.9,BUS
68,69,DDD_Arrêt_14,DDD_Arrêt_15,1155.47,207.98,BUS
68,70,DDD_Arrêt_14,DDD_Arrêt_16,1885.87,339.46,BUS
68,71,DDD_Arrêt_14,DDD_Arrêt_17,2023.23,364.18,BUS
68,85,DDD_Arrêt_14,DDD_Arrêt_31,2443.69,439.86,BUS
68,101,DDD_Arrêt_14,DDD_Arrêt_47,1743.49,313.83,BUS
69,63,DDD_Arrêt_15,DDD_Arrêt_9,1852.35,333.42,BUS
69,67,DDD_Arrêt_15,DDD_Arrêt_13,2293.55,412.84,BUS
69,68,DDD_Arrêt_15,DDD_Arrêt_14,1155.47,207.98,BUS
69,70,DDD_Arrêt_15,DDD_Arrêt_16,1899.96,341.99,BUS
69,84,DDD_Arrêt_15,DDD_Arrêt_30,2207.28,397.31,BUS
69,85,DDD_Arrêt_15,DDD_Arrêt_31,1362.17,245.19,BUS
69,101,DDD_Arrêt_15,DDD_Arrêt_47,2130.5,383.49,BUS
70,67,DDD_Arrêt_16,DDD_Arrêt_13,2353.23,423.58,BUS
70,68,DDD_Arrêt_16,DDD_Arrêt_14,1885.87,339.46,BUS
70,69,DDD_Arrêt_16,DDD_Arrêt_15,1899.96,341.99,BUS
70,71,DDD_Arrêt_16,DDD_Arrêt_17,1647.12,296.48,BUS
70,74,DDD_Arrêt_16,DDD_Arrêt_20,2291.2,412.42,BUS
70,75,DDD_Arrêt_16,DDD_Arrêt_21,2363.51,425.43,BUS
70,76,DDD_Arrêt_16,DDD_Arrêt_22,1732.25,311.81,BUS
70,79,DDD_Arrêt_16,DDD_Arrêt_25,2087.78,375.8,BUS
70,84,DDD_Arrêt_16,DDD_Arrêt_30,2192.64,394.68,BUS
70,85,DDD_Arrêt_16,DDD_Arrêt_31,2147.26,386.51,BUS
70,100,DDD_Arrêt_16,DDD_Arrêt_46,1451.28,261.23,BUS
70,101,DDD_Arrêt_16,DDD_Arrêt_47,628.6,113.15,BUS
70,20,DDD_Arrêt_16,Sacré Cœur,791.69,712.52,WALK
70,21,DDD_Arrêt_16,Liberté 5,742.63,668.37,WALK
71,66,DDD_Arrêt_17,DDD_Arrêt_12,1641.57,295.48,BUS
71,67,DDD_Arrêt_17,DDD_Arrêt_13,1543.55,277.84,BUS
71,68,DDD_Arrêt_17,DDD_Arrêt_14,2023.23,364.18,BUS
71,70,DDD_Arrêt_17,DDD_Arrêt_16,1647.12,296.48,BUS
71,72,DDD_Arrêt_17,DDD_Arrêt_18,1715.56,308.8,BUS
71,74,DDD_Arrêt_17,DDD_Arrêt_20,1307.17,235.29,BUS
71,75,DDD_Arrêt_17,DDD_Arrêt_21,839.8,151.16,BUS
71,76,DDD_Arrêt_17,DDD_Arrêt_22,2173.04,391.15,BUS
71,100,DDD_Arrêt_17,DDD_Arrêt_46,1430.92,257.57,BUS
71,101,DDD_Arrêt_17,DDD_Arrêt_47,1019.22,183.46,BUS
72,64,DDD_Arrêt_18,DDD_Arrêt_10,2326.98,418.86,BUS
72,65,DDD_Arrêt_18,DDD_Arrêt_11,1379.58,248.32,BUS
72,66,DDD_Arrêt_18,DDD_Arrêt_12,1562.22,281.2,BUS
72,67,DDD_Arrêt_18,DDD_Arrêt_13,2293.87,412.9,BUS
72,71,DDD_Arrêt_18,DDD_Arrêt_17,1715.56,308.8,BUS
72,73,DDD_Arrêt_18,DDD_Arrêt_19,1146.49,206.37,BUS
72,74,DDD_Arrêt_18,DDD_Arrêt_20,1860.7,334.93,BUS
72,75,DDD_Arrêt_18,DDD_Arrêt_21,1123.69,202.26,BUS
72,95,DDD_Arrêt_18,DDD_Arrêt_41,2247.34,404.52,BUS
73,65,DDD_Arrêt_19,DDD_Arrêt_11,2241.68,403.5,BUS
73,72,DDD_Arrêt_19,DDD_Arrêt_18,1146.49,206.37,BUS
73,74,DDD_Arrêt_19,DDD_Arrêt_20,1972.12,354.98,BUS
73,75,DDD_Arrêt_19,DDD_Arrêt_21,1685.21,303.34,BUS
73,93,DDD_Arrêt_19,DDD_Arrêt_39,1829.13,329.24,BUS
73,94,DDD_Arrêt_19,DDD_Arrêt_40,1528.73,275.17,BUS
73,95,DDD_Arrêt_19,DDD_Arrêt_41,1113.0,200.34,BUS
73,96,DDD_Arrêt_19,DDD_Arrêt_42,1798.23,323.68,BUS
73,97,DDD_Arrêt_19,DDD_Arrêt_43,2469.46,444.5,BUS
73,3,DDD_Arrêt_19,Hann,143.27,128.94,WALK
74,70,DDD_Arrêt_20,DDD_Arrêt_16,2291.2,412.42,BUS
74,71,DDD_Arrêt_20,DDD_Arrêt_17,1307.17,235.29,BUS
74,72,DDD_Arrêt_20,DDD_Arrêt_18,1860.7,334.93,BUS
74,73,DDD_Arrêt_20,DDD_Arrêt_19,1972.12,354.98,BUS
74,75,DDD_Arrêt_20,DDD_Arrêt_21,862.94,155.33,BUS
74,76,DDD_Arrêt_20,DDD_Arrêt_22,1652.51,297.45,BUS
74,82,DDD_Arrêt_20,DDD_Arrêt_28,1332.16,239.79,BUS
74,93,DDD_Arrêt_20,DDD_Arrêt_39,1849.53,332.92,BUS
74,94,DDD_Arrêt_20,DDD_Arrêt_40,2326.36,418.74,BUS
74,95,DDD_Arrêt_20,DDD_Arrêt_41,2438.78,438.98,BUS
74,100,DDD_Arrêt_20,DDD_Arrêt_46,1061.8,191.12,BUS
74,101,DDD_Arrêt_20,DDD_Arrêt_47,1821.86,327.93,BUS
75,65,DDD_Arrêt_21,DDD_Arrêt_11,2348.71,422.77,BUS
75,66,DDD_Arrêt_21,DDD_Arrêt_12,1837.67,330.78,BUS
75,67,DDD_Arrêt_21,DDD_Arrêt_13,2125.02,382.5,BUS
75,70,DDD_Arrêt_21,DDD_Arrêt_16,2363.51,425.43,BUS
75,71,DDD_Arrêt_21,DDD_Arrêt_17,839.8,151.16,BUS
75,72,DDD_Arrêt_21,DDD_Arrêt_18,1123.69,202.26,BUS
75,73,DDD_Arrêt_21,DDD_Arrêt_19,1685.21,303.34,BUS
75,74,DDD_Arrêt_21,DDD_Arrêt_20,862.94,155.33,BUS
75,76,DDD_Arrêt_21,DDD_Arrêt_22,2327.89,419.02,BUS
75,82,DDD_Arrêt_21,DDD_Arrêt_28,2154.32,387.78,BUS
75,93,DDD_Arrêt_21,DDD_Arrêt_39,2351.23,423.22,BUS
75,100,DDD_Arrêt_21,DDD_Arrêt_46,1606.05,289.09,BUS
75,101,DDD_Arrêt_21,DDD_Arrêt_47,1763.35,317.4,BUS
76,70,DDD_Arrêt_22,DDD_Arrêt_16,1732.25,311.81,BUS
76,71,DDD_Arrêt_22,DDD_Arrêt_17,2173.04,391.15,BUS
76,74,DDD_Arrêt_22,DDD_Arrêt_20,1652.51,297.45,BUS
76,75,DDD_Arrêt_22,DDD_Arrêt_21,2327.89,419.02,BUS
76,79,DDD_Arrêt_22,DDD_Arrêt_25,972.95,175.13,BUS
76,80,DDD_Arrêt_22,DDD_Arrêt_26,1259.04,226.63,BUS
76,82,DDD_Arrêt_22,DDD_Arrêt_28,1725.53,310.6,BUS
76,87,DDD_Arrêt_22,DDD_Arrêt_33,2481.27,446.63,BUS
76,100,DDD_Arrêt_22,DDD_Arrêt_46,752.3,135.41,BUS
76,101,DDD_Arrêt_22,DDD_Arrêt_47,1759.78,316.76,BUS
77,78,DDD_Arrêt_23,DDD_Arrêt_24,2396.46,431.36,BUS
77,83,DDD_Arrêt_23,DDD_Arrêt_29,774.33,139.38,BUS
77,86,DDD_Arrêt_23,DDD_Arrêt_32,2310.11,415.82,BUS
78,77,DDD_Arrêt_24,DDD_Arrêt_23,2396.46,431.36,BUS
78,79,DDD_Arrêt_24,DDD_Arrêt_25,2287.76,411.8,BUS
78,83,DDD_Arrêt_24,DDD_Arrêt_29,2096.31,377.34,BUS
78,84,DDD_Arrêt_24,DDD_Arrêt_30,2492.98,448.74,BUS
79,70,DDD_Arrêt_25,DDD_Arrêt_16,2087.78,375.8,BUS
79,76,DDD_Arrêt_25,DDD_Arrêt_22,972.95,175.13,BUS
79,78,DDD_Arrêt_25,DDD_Arrêt_24,2287.76,411.8,BUS
79,80,DDD_Arrêt_25,DDD_Arrêt_26,1110.87,199.96,BUS
79,82,DDD_Arrêt_25,DDD_Arrêt_28,2479.06,446.23,BUS
79,100,DDD_Arrêt_25,DDD_Arrêt_46,1678.13,302.06,BUS
79,101,DDD_Arrêt_25,DDD_Arrêt_47,2374.24,427.36,BUS
80,76,DDD_Arrêt_26,DDD_Arrêt_22,1259.04,226.63,BUS
80,79,DDD_Arrêt_26,DDD_Arrêt_25,1110.87,199.96,BUS
80,81,DDD_Arrêt_26,DDD_Arrêt_27,1756.54,316.18,BUS
80,82,DDD_Arrêt_26,DDD_Arrêt_28,1822.71,328.09,BUS
80,87,DDD_Arrêt_26,DDD_Arrêt_33,1885.78,339.44,BUS
80,89,DDD_Arrêt_26,DDD_Arrêt_35,2493.79,448.88,BUS
80,100,DDD_Arrêt_26,DDD_Arrêt_46,1943.14,349.77,BUS
81,80,DDD_Arrêt_27,DDD_Arrêt_26,1756.54,316.18,BUS
81,82,DDD_Arrêt_27,DDD_Arrêt_28,2281.51,410.67,BUS
81,87,DDD_Arrêt_27,DDD_Arrêt_33,1309.8,235.76,BUS
81,88,DDD_Arrêt_27,DDD_Arrêt_34,1722.41,310.03,BUS
81,89,DDD_Arrêt_27,DDD_Arrêt_35,1086.13,195.5,BUS
81,90,DDD_Arrêt_27,DDD_Arrêt_36,1597.84,287.61,BUS
81,91,DDD_Arrêt_27,DDD_Arrêt_37,2168.18,390.27,BUS
82,74,DDD_Arrêt_28,DDD_Arrêt_20,1332.16,239.79,BUS
82,75,DDD_Arrêt_28,DDD_Arrêt_21,2154.32,387.78,BUS
82,76,DDD_Arrêt_28,DDD_Arrêt_22,1725.53,310.6,BUS
82,79,DDD_Arrêt_28,DDD_Arrêt_25,2479.06,446.23,BUS
82,80,DDD_Arrêt_28,DDD_Arrêt_26,1822.71,328.09,BUS
82,81,DDD_Arrêt_28,DDD_Arrêt_27,2281.51,410.67,BUS
82,87,DDD_Arrêt_28,DDD_Arrêt_33,1184.75,213.26,BUS
82,88,DDD_Arrêt_28,DDD_Arrêt_34,1844.52,332.01,BUS
82,89,DDD_Arrêt_28,DDD_Arrêt_35,2148.88,386.8,BUS
82,93,DDD_Arrêt_28,DDD_Arrêt_39,1240.0,223.2,BUS
82,94,DDD_Arrêt_28,DDD_Arrêt_40,1987.67,357.78,BUS
82,95,DDD_Arrêt_28,DDD_Arrêt_41,2402.15,432.39,BUS
82,100,DDD_Arrêt_28,DDD_Arrêt_46,1702.8,306.5,BUS
82,25,DDD_Arrêt_28,Hyancinthe Thiandoum,474.69,427.22,WALK
83,77,DDD_Arrêt_29,DDD_Arrêt_23,774.33,139.38,BUS
83,78,DDD_Arrêt_29,DDD_Arrêt_24,2096.31,377.34,BUS
83,84,DDD_Arrêt_29,DDD_Arrêt_30,2304.26,414.77,BUS
83,86,DDD_Arrêt_29,DDD_Arrêt_32,1551.1,279.2,BUS
84,69,DDD_Arrêt_30,DDD_Arrêt_15,2207.28,397.31,BUS
84,70,DDD_Arrêt_30,DDD_Arrêt_16,2192.64,394.68,BUS
84,78,DDD_Arrêt_30,DDD_Arrêt_24,2492.98,448.74,BUS
84,83,DDD_Arrêt_30,DDD_Arrêt_29,2304.26,414.77,BUS
84,85,DDD_Arrêt_30,DDD_Arrêt_31,980.38,176.47,BUS
84,86,DDD_Arrêt_30,DDD_Arrêt_32,1038.55,186.94,BUS
85,68,DDD_Arrêt_31,DDD_Arrêt_14,2443.69,439.86,BUS
85,69,DDD_Arrêt_31,DDD_Arrêt_15,1362.17,245.19,BUS
85,70,DDD_Arrêt_31,DDD_Arrêt_16,2147.26,386.51,BUS
85,84,DDD_Arrêt_31,DDD_Arrêt_30,980.38,176.47,BUS
85,86,DDD_Arrêt_31,DDD_Arrêt_32,1577.44,283.94,BUS
85,37,DDD_Arrêt_31,Plage Ouakam,263.13,236.82,WALK
86,77,DDD_Arrêt_32,DDD_Arrêt_23,2310.11,415.82,BUS
86,83,DDD_Arrêt_32,DDD_Arrêt_29,1551.1,279.2,BUS
86,84,DDD_Arrêt_32,DDD_Arrêt_30,1038.55,186.94,BUS
86,85,DDD_Arrêt_32,DDD_Arrêt_31,1577.44,283.94,BUS
87,76,DDD_Arrêt_33,DDD_Arrêt_22,2481.27,446.63,BUS
87,80,DDD_Arrêt_33,DDD_Arrêt_26,1885.78,339.44,BUS
87,81,DDD_Arrêt_33,DDD_Arrêt_27,1309.8,235.76,BUS
87,82,DDD_Arrêt_33,DDD_Arrêt_28,1184.75,213.26,BUS
87,88,DDD_Arrêt_33,DDD_Arrêt_34,880.73,158.53,BUS
87,89,DDD_Arrêt_33,DDD_Arrêt_35,967.8,174.2,BUS
87,90,DDD_Arrêt_33,DDD_Arrêt_36,1633.71,294.07,BUS
87,91,DDD_Arrêt_33,DDD_Arrêt_37,1779.18,320.25,BUS
87,93,DDD_Arrêt_33,DDD_Arrêt_39,1691.84,304.53,BUS
87,94,DDD_Arrêt_33,DDD_Arrêt_40,2379.39,428.29,BUS
87,97,DDD_Arrêt_33,DDD_Arrêt_43,2416.17,434.91,BUS
87,26,DDD_Arrêt_33,Grand Médine,269.19,242.27,WALK
87,27,DDD_Arrêt_33,Police Parcelles,633.04,569.74,WALK
88,81,DDD_Arrêt_34,DDD_Arrêt_27,1722.41,310.03,BUS
88,82,DDD_Arrêt_34,DDD_Arrêt_28,1844.52,332.01,BUS
88,87,DDD_Arrêt_34,DDD_Arrêt_33,880.73,158.53,BUS
88,89,DDD_Arrêt_34,DDD_Arrêt_35,747.29,134.51,BUS
88,90,DDD_Arrêt_34,DDD_Arrêt_36,1073.97,193.31,BUS
88,91,DDD_Arrêt_34,DDD_Arrêt_37,949.59,170.93,BUS
88,92,DDD_Arrêt_34,DDD_Arrêt_38,1838.61,330.95,BUS
88,93,DDD_Arrêt_34,DDD_Arrêt_39,1748.53,314.73,BUS
88,94,DDD_Arrêt_34,DDD_Arrêt_40,2227.75,400.99,BUS
88,97,DDD_Arrêt_34,DDD_Arrêt_43,1908.42,343.51,BUS
88,99,DDD_Arrêt_34,DDD_Arrêt_45,1660.39,298.87,BUS
88,103,DDD_Arrêt_34,DDD_Arrêt_49,2460.28,442.85,BUS
88,27,DDD_Arrêt_34,Police Parcelles,319.28,287.35,WALK
88,28,DDD_Arrêt_34,Croisement 22,413.68,372.32,WALK
89,80,DDD_Arrêt_35,DDD_Arrêt_26,2493.79,448.88,BUS
89,81,DDD_Arrêt_35,DDD_Arrêt_27,1086.13,195.5,BUS
89,82,DDD_Arrêt_35,DDD_Arrêt_28,2148.88,386.8,BUS
89,87,DDD_Arrêt_35,DDD_Arrêt_33,967.8,174.2,BUS
89,88,DDD_Arrêt_35,DDD_Arrêt_34,747.29,134.51,BUS
89,90,DDD_Arrêt_35,DDD_Arrêt_36,702.23,126.4,BUS
89,91,DDD_Arrêt_35,DDD_Arrêt_37,1106.17,199.11,BUS
89,92,DDD_Arrêt_35,DDD_Arrêt_38,1764.75,317.65,BUS
89,93,DDD_Arrêt_35,DDD_Arrêt_39,2394.04,430.93,BUS
89,99,DDD_Arrêt_35,DDD_Arrêt_45,2008.64,361.55,BUS
90,81,DDD_Arrêt_36,DDD_Arrêt_27,1597.84,287.61,BUS
90,87,DDD_Arrêt_36,DDD_Arrêt_33,1633.71,294.07,BUS
90,88,DDD_Arrêt_36,DDD_Arrêt_34,1073.97,193.31,BUS
90,89,DDD_Arrêt_36,DDD_Arrêt_35,702.23,126.4,BUS
90,91,DDD_Arrêt_36,DDD_Arrêt_37,698.71,125.77,BUS
90,92,DDD_Arrêt_36,DDD_Arrêt_38,1087.42,195.74,BUS
90,99,DDD_Arrêt_36,DDD_Arrêt_45,1572.85,283.11,BUS
90,103,DDD_Arrêt_36,DDD_Arrêt_49,1952.04,351.37,BUS
91,81,DDD_Arrêt_37,DDD_Arrêt_27,2168.18,390.27,BUS
91,87,DDD_Arrêt_37,DDD_Arrêt_33,1779.18,320.25,BUS
91,88,DDD_Arrêt_37,DDD_Arrêt_34,949.59,170.93,BUS
91,89,DDD_Arrêt_37,DDD_Arrêt_35,1106.17,199.11,BUS
91,90,DDD_Arrêt_37,DDD_Arrêt_36,698.71,125.77,BUS
91,92,DDD_Arrêt_37,DDD_Arrêt_38,907.32,163.32,BUS
91,97,DDD_Arrêt_37,DDD_Arrêt_43,2163.72,389.47,BUS
91,99,DDD_Arrêt_37,DDD_Arrêt_45,913.88,164.5,BUS
91,103,DDD_Arrêt_37,DDD_Arrêt_49,1534.98,276.3,BUS
91,104,DDD_Arrêt_37,DDD_Arrêt_50,2305.01,414.9,BUS
91,28,DDD_Arrêt_37,Croisement 22,709.31,638.38,WALK
92,88,DDD_Arrêt_38,DDD_Arrêt_34,1838.61,330.95,BUS
92,89,DDD_Arrêt_38,DDD_Arrêt_35,1764.75,317.65,BUS
92,90,DDD_Arrêt_38,DDD_Arrêt_36,1087.42,195.74,BUS
92,91,DDD_Arrêt_38,DDD_Arrêt_37,907.32,163.32,BUS
92,99,DDD_Arrêt_38,DDD_Arrêt_45,1046.05,188.29,BUS
92,103,DDD_Arrêt_38,DDD_Arrêt_49,912.66,164.28,BUS
92,104,DDD_Arrêt_38,DDD_Arrêt_50,1746.16,314.31,BUS
92,105,DDD_Arrêt_38,DDD_Arrêt_51,2165.76,389.84,BUS
92,106,DDD_Arrêt_38,DDD_Arrêt_52,2321.6,417.89,BUS
92,29,DDD_Arrêt_38,Parcelles,674.0,606.6,WALK
93,73,DDD_Arrêt_39,DDD_Arrêt_19,1829.13,329.24,BUS
93,74,DDD_Arrêt_39,DDD_Arrêt_20,1849.53,332.92,BUS
93,75,DDD_Arrêt_39,DDD_Arrêt_21,2351.23,423.22,BUS
93,82,DDD_Arrêt_39,DDD_Arrêt_28,1240.0,223.2,BUS
93,87,DDD_Arrêt_39,DDD_Arrêt_33,1691.84,304.53,BUS
93,88,DDD_Arrêt_39,DDD_Arrêt_34,1748.53,314.73,BUS
93,89,DDD_Arrêt_39,DDD_Arrêt_35,2394.04,430.93,BUS
93,94,DDD_Arrêt_39,DDD_Arrêt_40,761.51,137.07,BUS
93,95,DDD_Arrêt_39,DDD_Arrêt_41,1261.37,227.05,BUS
93,96,DDD_Arrêt_39,DDD_Arrêt_42,1519.92,273.59,BUS
93,97,DDD_Arrêt_39,DDD_Arrêt_43,1359.13,244.64,BUS
93,98,DDD_Arrêt_39,DDD_Arrêt_44,2392.09,430.58,BUS
94,73,DDD_Arrêt_40,DDD_Arrêt_19,1528.73,275.17,BUS
94,74,DDD_Arrêt_40,DDD_Arrêt_20,2326.36,418.74,BUS
94,82,DDD_Arrêt_40,DDD_Arrêt_28,1987.67,357.78,BUS
94,87,DDD_Arrêt_40,DDD_Arrêt_33,2379.39,428.29,BUS
94,88,DDD_Arrêt_40,DDD_Arrêt_34,2227.75,400.99,BUS
94,93,DDD_Arrêt_40,DDD_Arrêt_39,761.51,137.07,BUS
94,95,DDD_Arrêt_40,DDD_Arrêt_41,590.85,106.35,BUS
94,96,DDD_Arrêt_40,DDD_Arrêt_42,776.74,139.81,BUS
94,97,DDD_Arrêt_40,DDD_Arrêt_43,984.9,177.28,BUS
94,98,DDD_Arrêt_40,DDD_Arrêt_44,1722.57,310.06,BUS
94,102,DDD_Arrêt_40,DDD_Arrêt_48,2451.48,441.27,BUS
95,72,DDD_Arrêt_41,DDD_Arrêt_18,2247.34,404.52,BUS
95,73,DDD_Arrêt_41,DDD_Arrêt_19,1113.0,200.34,BUS
95,74,DDD_Arrêt_41,DDD_Arrêt_20,2438.78,438.98,BUS
95,82,DDD_Arrêt_41,DDD_Arrêt_28,2402.15,432.39,BUS
95,93,DDD_Arrêt_41,DDD_Arrêt_39,1261.37,227.05,BUS
95,94,DDD_Arrêt_41,DDD_Arrêt_40,590.85,106.35,BUS
95,96,DDD_Arrêt_41,DDD_Arrêt_42,705.83,127.05,BUS
95,97,DDD_Arrêt_41,DDD_Arrêt_43,1386.38,249.55,BUS
95,98,DDD_Arrêt_41,DDD_Arrêt_44,1686.94,303.65,BUS
96,73,DDD_Arrêt_42,DDD_Arrêt_19,1798.23,323.68,BUS
96,93,DDD_Arrêt_42,DDD_Arrêt_39,1519.92,273.59,BUS
96,94,DDD_Arrêt_42,DDD_Arrêt_40,776.74,139.81,BUS
96,95,DDD_Arrêt_42,DDD_Arrêt_41,705.83,127.05,BUS
96,97,DDD_Arrêt_42,DDD_Arrêt_43,910.14,163.83,BUS
96,98,DDD_Arrêt_42,DDD_Arrêt_44,1001.05,180.19,BUS
96,102,DDD_Arrêt_42,DDD_Arrêt_48,1828.89,329.2,BUS
96,4,DDD_Arrêt_42,Dalifort,401.78,361.6,WALK
97,73,DDD_Arrêt_43,DDD_Arrêt_19,2469.46,444.5,BUS
97,87,DDD_Arrêt_43,DDD_Arrêt_33,2416.17,434.91,BUS
97,88,DDD_Arrêt_43,DDD_Arrêt_34,1908.42,343.51,BUS
97,91,DDD_Arrêt_43,DDD_Arrêt_37,2163.72,389.47,BUS
97,93,DDD_Arrêt_43,DDD_Arrêt_39,1359.13,244.64,BUS
97,94,DDD_Arrêt_43,DDD_Arrêt_40,984.9,177.28,BUS
97,95,DDD_Arrêt_43,DDD_Arrêt_41,1386.38,249.55,BUS
97,96,DDD_Arrêt_43,DDD_Arrêt_42,910.14,163.83,BUS
97,98,DDD_Arrêt_43,DDD_Arrêt_44,1232.85,221.91,BUS
97,99,DDD_Arrêt_43,DDD_Arrêt_45,1948.0,350.64,BUS
97,102,DDD_Arrêt_43,DDD_Arrêt_48,1672.36,301.02,BUS
98,93,DDD_Arrêt_44,DDD_Arrêt_39,2392.09,430.58,BUS
98,94,DDD_Arrêt_44,DDD_Arrêt_40,1722.57,310.06,BUS
98,95,DDD_Arrêt_44,DDD_Arrêt_41,1686.94,303.65,BUS
98,96,DDD_Arrêt_44,DDD_Arrêt_42,1001.05,180.19,BUS
98,97,DDD_Arrêt_44,DDD_Arrêt_43,1232.85,221.91,BUS
98,102,DDD_Arrêt_44,DDD_Arrêt_48,896.5,161.37,BUS
98,115,DDD_Arrêt_44,DDD_Arrêt_61,2041.38,367.45,BUS
98,4,DDD_Arrêt_44,Dalifort,621.16,559.04,WALK
99,88,DDD_Arrêt_45,DDD_Arrêt_34,1660.39,298.87,BUS
99,89,DDD_Arrêt_45,DDD_Arrêt_35,2008.64,361.55,BUS
99,90,DDD_Arrêt_45,DDD_Arrêt_36,1572.85,283.11,BUS
99,91,DDD_Arrêt_45,DDD_Arrêt_37,913.88,164.5,BUS
99,92,DDD_Arrêt_45,DDD_Arrêt_38,1046.05,188.29,BUS
99,97,DDD_Arrêt_45,DDD_Arrêt_43,1948.0,350.64,BUS
99,102,DDD_Arrêt_45,DDD_Arrêt_48,2354.4,423.79,BUS
99,103,DDD_Arrêt_45,DDD_Arrêt_49,982.68,176.88,BUS
99,104,DDD_Arrêt_45,DDD_Arrêt_50,1554.78,279.86,BUS
99,105,DDD_Arrêt_45,DDD_Arrêt_51,2406.38,433.15,BUS
99,106,DDD_Arrêt_45,DDD_Arrêt_52,2206.4,397.15,BUS
99,115,DDD_Arrêt_45,DDD_Arrêt_61,2237.26,402.71,BUS
99,29,DDD_Arrêt_45,Parcelles,382.31,344.07,WALK
99,30,DDD_Arrêt_45,Ndingala,686.04,617.43,WALK
100,70,DDD_Arrêt_46,DDD_Arrêt_16,1451.28,261.23,BUS
100,71,DDD_Arrêt_46,DDD_Arrêt_17,1430.92,257.57,BUS
100,74,DDD_Arrêt_46,DDD_Arrêt_20,1061.8,191.12,BUS
100,75,DDD_Arrêt_46,DDD_Arrêt_21,1606.05,289.09,BUS
100,76,DDD_Arrêt_46,DDD_Arrêt_22,752.3,135.41,BUS
100,79,DDD_Arrêt_46,DDD_Arrêt_25,1678.13,302.06,BUS
100,80,DDD_Arrêt_46,DDD_Arrêt_26,1943.14,349.77,BUS
100,82,DDD_Arrêt_46,DDD_Arrêt_28,1702.8,306.5,BUS
100,101,DDD_Arrêt_46,DDD_Arrêt_47,1224.41,220.39,BUS
100,22,DDD_Arrêt_46,Liberté 6,463.94,417.55,WALK
100,23,DDD_Arrêt_46,Khar Yallah,493.7,444.33,WALK
101,66,DDD_Arrêt_47,DDD_Arrêt_12,2402.99,432.54,BUS
101,67,DDD_Arrêt_47,DDD_Arrêt_13,1903.55,342.64,BUS
101,68,DDD_Arrêt_47,DDD_Arrêt_14,1743.49,313.83,BUS
101,69,DDD_Arrêt_47,DDD_Arrêt_15,2130.5,383.49,BUS
101,70,DDD_Arrêt_47,DDD_Arrêt_16,628.6,113.15,BUS
101,71,DDD_Arrêt_47,DDD_Arrêt_17,1019.22,183.46,BUS
101,74,DDD_Arrêt_47,DDD_Arrêt_20,1821.86,327.93,BUS
